description,vendor_name,created_at,invoice_date,due_date,payment_date,amount,settled,outstanding
,Patrick Campos,17/12/2014 16:51,17/12/2014 00:00,16/01/2015 00:00,12/1/15 15:14,418.84,418.84,0
,Brian Rodriguez,29/10/2017 20:20,29/10/2017 00:00,30/10/2017 00:00,5/11/17 10:53,420.31,420.31,0
,William Jackson,28/06/2016 12:58,28/06/2016 00:00,28/07/2016 00:00,24/08/2016 08:43,420.32,420.32,0
,David Johnson,3/10/13 21:46,27/09/2013 00:00,11/10/13 0:00,29/10/2013 09:34,420.72,420.72,0
,Phillip Roberts,27/09/2013 10:45,27/09/2013 00:00,27/10/2013 00:00,6/12/13 0:21,421.16,421.16,0
,Ashley Bradford,19/12/2016 10:10,9/12/16 0:00,16/12/2016 00:00,17/02/2017 15:40,421.38,421.38,0
,Derek Huber,25/11/2014 09:26,25/11/2014 00:00,25/12/2014 00:00,29/01/2015 14:45,421.84,421.84,0
,Ana Proctor,25/09/2016 08:54,25/09/2016 00:00,25/10/2016 00:00,9/10/16 22:27,421.98,421.98,0
,Caitlin Reilly,17/01/2014 11:15,17/01/2014 00:00,31/01/2014 00:00,17/02/2014 16:42,421.98,421.98,0
,Claire Ward,10/12/14 13:17,10/12/14 0:00,9/1/15 0:00,21/03/2015 14:09,421.98,421.98,0
,Deborah Davis,7/7/15 14:41,7/7/15 0:00,21/07/2015 00:00,29/09/2015 10:42,421.98,380.98,41
,George Walker,17/04/2012 13:39,17/04/2012 00:00,1/5/12 0:00,9/5/12 10:14,421.98,421.98,0
,Jennifer Peters,8/3/12 16:11,8/3/12 0:00,22/03/2012 00:00,11/4/12 8:17,421.98,421.98,0
,Lance Landry,14/02/2014 09:23,14/02/2014 00:00,28/02/2014 00:00,5/3/14 10:28,421.98,421.98,0
,Michael Hernandez,4/4/16 23:53,4/4/16 0:00,19/04/2016 00:00,8/6/16 7:53,421.98,421.98,0
,Ms. Rebecca Drake MD,17/01/2017 13:02,17/01/2017 00:00,16/02/2017 00:00,23/01/2017 13:28,421.98,421.98,0
,Ms. Rebecca Drake MD,31/05/2016 12:11,31/05/2016 00:00,30/06/2016 00:00,17/06/2016 10:18,421.98,421.98,0
,Ms. Rebecca Drake MD,14/07/2016 12:44,14/07/2016 00:00,13/08/2016 00:00,22/07/2016 10:20,421.98,421.98,0
,Ms. Rebecca Drake MD,15/12/2016 12:10,15/12/2016 00:00,14/01/2017 00:00,4/1/17 9:10,421.98,421.98,0
,Ms. Rebecca Drake MD,20/01/2016 13:15,20/01/2016 00:00,19/02/2016 00:00,29/01/2016 09:25,421.98,421.98,0
,Ms. Rebecca Drake MD,14/03/2017 11:03,14/03/2017 00:00,13/04/2017 00:00,21/03/2017 09:48,421.98,421.98,0
,Ms. Rebecca Drake MD,12/2/15 13:45,12/2/15 0:00,14/03/2015 00:00,23/02/2015 12:49,421.98,421.98,0
,Scott Johnson,8/6/12 16:10,8/6/12 0:00,22/06/2012 00:00,12/6/12 11:43,421.98,421.98,0
,Kaitlyn Cruz,8/9/16 9:09,2/9/16 0:00,16/09/2016 00:00,21/11/2016 13:36,422.23,422.23,0
,Jim Scott,11/1/17 19:37,11/1/17 0:00,18/01/2017 00:00,15/01/2017 18:29,422.59,2.98,419.61
,Kristin Olson,29/12/2014 14:28,29/12/2014 00:00,28/01/2015 00:00,20/03/2015 14:38,422.66,422.66,0
,Paul Lynch,18/01/2016 21:49,7/1/16 0:00,6/2/16 0:00,19/01/2016 19:24,422.84,422.84,0
,David Reed,12/11/15 19:16,30/11/2015 00:00,7/12/15 0:00,1/12/15 12:12,423.14,423.14,0
,Janice Anderson,26/09/2013 19:52,20/09/2013 00:00,4/10/13 0:00,27/10/2013 18:10,423.18,423.18,0
,Vicki Ortiz,30/08/2016 15:22,30/08/2016 00:00,29/09/2016 00:00,18/10/2016 14:43,424.08,424.08,0
,Bradley Campbell II,19/03/2014 12:33,28/02/2014 00:00,30/03/2014 00:00,30/04/2014 09:26,424.38,424.38,0
,Bradley Campbell II,4/12/13 10:41,4/10/13 0:00,3/11/13 0:00,12/12/13 16:06,424.38,424.38,0
,Rachel Flores,6/10/14 12:07,6/10/14 0:00,5/11/14 0:00,30/10/2014 13:49,424.38,424.38,0
,Vicki Ortiz,27/07/2016 10:30,27/07/2016 00:00,26/08/2016 00:00,31/10/2016 11:20,425.6,425.6,0
,David Buck,16/09/2015 13:50,16/09/2015 00:00,16/10/2015 00:00,1/12/15 13:21,426.09,426.09,0
,Cody Dominguez,10/2/17 21:49,11/2/17 0:00,12/2/17 0:00,10/2/17 21:50,426.48,426.48,0
,Kaitlyn Cruz,14/09/2016 08:27,9/9/16 0:00,23/09/2016 00:00,21/11/2016 13:36,426.54,426.54,0
,Debra Reid,2/1/17 10:30,31/12/2016 00:00,30/01/2017 00:00,27/01/2017 15:22,426.78,426.78,0
,Jeremy Lara,14/11/2013 09:36,30/09/2013 00:00,13/10/2013 00:00,14/11/2013 12:15,426.78,426.78,0
,Jessica Peterson,7/5/14 11:26,1/4/14 0:00,1/5/14 0:00,9/5/14 15:21,426.98,426.98,0
,John Smith,7/5/14 10:53,1/4/14 0:00,1/5/14 0:00,9/5/14 15:14,426.98,426.98,0
,Rhonda Klein,7/5/14 11:17,1/4/14 0:00,1/5/14 0:00,9/5/14 15:06,426.98,426.98,0
,Wesley Anthony,22/09/2015 10:09,22/09/2015 00:00,29/09/2015 00:00,23/09/2015 11:03,427.98,427.98,0
,Vicki Ortiz,27/07/2016 08:43,27/07/2016 00:00,26/08/2016 00:00,31/10/2016 11:20,428.05,230.62,197.43
,Eric Strickland,10/2/17 9:22,10/2/17 0:00,31/03/2017 00:00,3/4/17 8:25,428.34,428.34,0
,Eric Strickland,13/09/2017 13:59,13/09/2017 00:00,31/10/2017 00:00,1/11/17 9:20,428.34,428.34,0
,Vicki Ortiz,5/1/17 14:13,31/12/2016 00:00,30/01/2017 00:00,6/2/17 12:24,429.64,429.64,0
,Steven Gardner,27/04/2015 09:46,27/04/2015 00:00,27/05/2015 00:00,16/06/2015 09:24,431.16,431.16,0
,Brenda Price,13/05/2015 09:35,13/05/2015 00:00,30/06/2015 00:00,5/6/15 8:17,431.46,431.46,0
,Jennifer Schultz,19/05/2014 09:48,19/05/2014 00:00,31/05/2014 00:00,7/7/14 15:47,432.9,432.9,0
,Tasha Vazquez,8/3/17 14:44,31/10/2017 00:00,14/11/2017 00:00,23/10/2017 12:06,432.98,432.98,0
,Steven Reese,22/12/2016 15:11,16/12/2016 00:00,30/12/2016 00:00,16/02/2017 22:49,433.74,433.74,0
,Alexandra Delgado,18/07/2016 10:28,18/07/2016 00:00,1/8/16 0:00,8/8/16 14:35,433.98,433.98,0
,David Benson,21/09/2016 11:56,8/9/16 0:00,8/10/16 0:00,21/09/2016 11:58,433.98,433.98,0
,Diane Higgins,21/05/2015 14:30,12/5/15 0:00,9/6/15 0:00,19/06/2015 07:30,433.98,433.98,0
,Diane Higgins,2/6/15 15:31,26/05/2015 00:00,23/06/2015 00:00,12/8/15 15:29,433.98,433.98,0
,Diane Higgins,30/06/2016 14:57,23/06/2016 00:00,21/07/2016 00:00,7/7/16 13:56,433.98,433.98,0
,Diane Higgins,22/12/2015 12:35,15/12/2015 00:00,12/1/16 0:00,8/2/16 10:41,433.98,433.98,0
,Diane Higgins,23/11/2014 20:08,4/11/14 0:00,2/12/14 0:00,20/02/2015 12:55,433.98,433.98,0
,Diane Higgins,26/01/2015 21:39,23/12/2014 00:00,20/01/2015 00:00,20/02/2015 11:24,433.98,433.98,0
,Diane Higgins,7/3/16 13:04,23/02/2016 00:00,22/03/2016 00:00,1/4/16 10:31,433.98,433.98,0
,Diane Higgins,18/04/2016 10:20,7/4/16 0:00,5/5/16 0:00,6/5/16 10:04,433.98,433.98,0
,Jacob Tucker,11/4/17 8:13,6/4/17 0:00,31/05/2017 00:00,29/06/2017 07:45,433.98,433.98,0
,Joseph Thompson,27/05/2014 13:36,27/05/2014 00:00,10/6/14 0:00,19/06/2014 14:20,433.98,433.98,0
,Joseph Thompson,30/04/2014 14:41,30/04/2014 00:00,14/05/2014 00:00,7/5/14 8:42,433.98,433.98,0
,Joseph Thompson,1/7/14 8:42,1/7/14 0:00,15/07/2014 00:00,10/7/14 10:38,433.98,433.98,0
,Ms. Rebecca Drake MD,24/09/2014 13:15,24/09/2014 00:00,24/10/2014 00:00,29/09/2014 11:00,433.98,433.98,0
,Ronnie Rodriguez,9/7/14 9:54,1/7/14 0:00,15/08/2014 00:00,15/08/2014 10:46,433.98,433.98,0
,Ryan Baker,22/04/2015 17:19,17/04/2015 00:00,17/05/2015 00:00,4/6/15 15:54,433.98,433.98,0
,Sandra Wells,12/9/16 18:49,12/9/16 0:00,26/09/2016 00:00,2/12/16 7:14,433.98,433.98,0
,Jennifer Griffin,3/4/14 9:57,3/4/14 0:00,3/5/14 0:00,24/06/2014 10:55,434.62,434.62,0
,Debra Reid,30/09/2016 12:37,30/09/2016 00:00,30/10/2016 00:00,7/11/16 13:09,435.18,435.18,0
,Christina Baird,1/5/17 8:39,1/5/17 0:00,2/5/17 0:00,16/07/2017 12:56,435.29,2.29,433
,Anna Hawkins,8/7/15 18:26,25/06/2015 00:00,25/07/2015 00:00,23/07/2015 19:15,436.01,436.01,0
,Rebecca Mcdonald,27/12/2013 15:47,27/12/2013 00:00,26/01/2014 00:00,5/1/14 17:42,436.98,436.98,0
,David Johnson,4/12/13 10:07,29/11/2013 00:00,13/12/2013 00:00,15/01/2014 16:39,437.94,437.94,0
,Diane Rogers,1/7/15 9:13,1/7/15 0:00,31/08/2015 00:00,11/9/15 8:19,438.78,438.78,0
,Juan Ellis,4/11/16 19:33,4/11/16 0:00,11/11/16 0:00,2/12/16 8:32,438.78,438.78,0
,Gabriella Riggs,28/06/2017 22:02,28/06/2017 00:00,29/06/2017 00:00,5/7/17 0:54,439,411.98,27.02
,Michele Brewer,25/09/2015 13:48,24/09/2015 00:00,24/10/2015 00:00,13/11/2015 14:34,439.98,439.98,0
,Rodney Campbell,29/07/2015 12:30,28/07/2015 00:00,27/08/2015 00:00,9/10/15 9:45,440.99,345.7,95.29
,Julie Martin,8/12/14 13:30,3/12/14 0:00,2/1/15 0:00,27/02/2015 16:20,441.18,38.08,403.1
,Teresa Higgins,22/04/2014 12:16,17/04/2014 00:00,17/05/2014 00:00,26/05/2014 13:00,441.53,441.53,0
,Rodney Campbell,26/08/2014 12:05,18/08/2014 00:00,17/09/2014 00:00,27/10/2014 11:28,441.75,441.75,0
,Ms. Rebecca Drake MD,24/04/2017 12:35,24/04/2017 00:00,24/05/2017 00:00,28/04/2017 09:33,441.98,441.98,0
,Ms. Rebecca Drake MD,3/1/17 14:34,3/1/17 0:00,2/2/17 0:00,10/1/17 10:17,441.98,441.98,0
,Ms. Rebecca Drake MD,5/10/15 12:49,5/10/15 0:00,4/11/15 0:00,21/10/2015 09:01,441.98,441.98,0
,Ms. Rebecca Drake MD,1/12/16 15:17,1/12/16 0:00,31/12/2016 00:00,28/03/2017 09:18,441.98,441.98,0
,Kyle Hendrix,5/6/14 12:53,5/6/14 0:00,5/7/14 0:00,25/07/2014 09:13,442.05,442.05,0
,Michael Collins,29/04/2014 10:44,1/5/14 0:00,30/06/2014 00:00,7/7/14 11:08,442.98,442.98,0
,Stephanie Powell,14/02/2014 11:24,14/02/2014 00:00,31/03/2014 00:00,7/4/14 9:02,442.98,442.98,0
,Vicki Ortiz,24/07/2017 09:49,24/07/2017 00:00,23/08/2017 00:00,30/08/2017 10:25,443.58,443.58,0
,Hailey Allen,30/01/2017 12:13,1/2/17 0:00,31/03/2017 00:00,7/4/17 6:11,443.82,443.82,0
,Steven Gardner,23/03/2017 12:55,23/03/2017 00:00,22/04/2017 00:00,5/5/17 10:03,444.36,444.36,0
,Jessica Wheeler,28/02/2012 21:22,18/02/2012 00:00,19/03/2012 00:00,22/03/2012 20:14,444.78,444.78,0
,Michael Curry,22/12/2014 08:30,12/12/14 0:00,26/12/2014 00:00,12/3/15 19:18,444.78,444.78,0
,Sean Stevens,1/2/16 14:11,1/2/16 0:00,2/3/16 0:00,17/05/2016 15:22,444.78,444.78,0
,Barry Miller,4/9/15 8:20,2/9/15 0:00,2/10/15 0:00,16/10/2015 13:57,445.84,2.38,443.46
,Brandy Petty,1/8/17 8:31,1/8/17 0:00,2/8/17 0:00,1/9/17 11:56,445.98,445.98,0
,Bruce Clements,16/06/2015 11:11,16/06/2015 00:00,30/06/2015 00:00,3/8/15 11:24,445.98,445.98,0
,Daniel Long,13/09/2017 00:53,13/09/2017 00:00,27/09/2017 00:00,18/09/2017 12:53,445.98,445.98,0
,Gregory Collins,4/9/16 0:53,4/9/16 0:00,18/09/2016 00:00,8/11/16 11:53,445.98,5.98,440
,Vicki Ortiz,3/11/16 15:17,31/10/2016 00:00,30/11/2016 00:00,14/12/2016 13:07,445.98,445.98,0
,Michael Soto,28/07/2016 11:46,22/07/2016 00:00,5/8/16 0:00,18/08/2016 12:50,446.36,446.36,0
,Thomas Dominguez,3/9/17 10:22,28/08/2017 00:00,2/9/17 0:00,3/9/17 10:22,446.98,446.98,0
,Robert Wilson,20/08/2015 18:40,30/06/2015 00:00,14/07/2015 00:00,20/08/2015 18:49,447.02,447.02,0
,Jacqueline Schneider,2/6/15 14:23,2/6/15 0:00,16/06/2015 00:00,7/8/15 13:03,447.12,447.12,0
,Kathryn Delgado,2/6/15 14:34,2/6/15 0:00,16/06/2015 00:00,7/8/15 14:04,447.12,447.12,0
,Daniel Williams,26/03/2014 10:56,21/03/2014 00:00,4/4/14 0:00,20/06/2014 11:45,448.38,448.38,0
,Julie Martin,31/03/2015 09:18,18/03/2015 00:00,17/04/2015 00:00,30/04/2015 13:11,448.38,448.38,0
,Kaitlyn Cruz,4/9/16 11:26,19/08/2016 00:00,2/9/16 0:00,21/11/2016 13:36,448.86,448.86,0
,Joan Ball,24/08/2015 12:45,24/08/2015 00:00,23/09/2015 00:00,2/10/15 16:33,449.21,449.21,0
,Mark Salinas,21/07/2015 10:13,21/07/2015 00:00,31/08/2015 00:00,20/08/2015 08:52,449.58,449.58,0
,Sarah Montgomery,14/03/2016 09:42,14/03/2016 00:00,30/04/2016 00:00,30/06/2016 13:11,449.58,449.58,0
,Sarah Montgomery,4/11/14 12:31,4/11/14 0:00,31/12/2014 00:00,5/1/15 14:09,449.58,449.58,0
,Sara Walker,7/9/15 9:31,7/9/15 0:00,7/10/15 0:00,18/11/2015 12:16,449.94,449.94,0
,Keith Navarro,25/02/2016 19:31,17/02/2016 00:00,18/03/2016 00:00,23/03/2016 14:36,450.91,450.91,0
,Alison Tapia,7/5/14 11:31,1/4/14 0:00,1/5/14 0:00,17/06/2014 12:52,450.98,450.98,0
,Amanda Gonzalez,5/3/15 9:53,16/02/2015 00:00,23/02/2015 00:00,5/3/15 9:53,450.98,450.98,0
,Andrew Morris,7/5/14 10:58,1/4/14 0:00,1/5/14 0:00,22/05/2014 15:03,450.98,446.98,4
,Timothy Jensen,7/5/14 9:29,1/4/14 0:00,1/5/14 0:00,9/5/14 15:29,450.98,426.98,24
,Rodney Campbell,13/02/2015 09:24,13/02/2015 00:00,15/03/2015 00:00,30/04/2015 13:24,451.03,448.15,2.88
,Brian Bauer,20/08/2015 11:02,20/08/2015 00:00,19/09/2015 00:00,3/9/15 9:23,451.98,451.98,0
,Brian Bauer,28/07/2015 13:47,28/07/2015 00:00,27/08/2015 00:00,3/9/15 9:22,451.98,451.98,0
,Brianna Tanner,19/01/2016 15:58,11/1/16 0:00,10/2/16 0:00,8/3/16 12:50,451.98,451.98,0
,Derek Hogan,5/9/14 13:08,3/9/14 0:00,3/10/14 0:00,9/12/14 12:31,451.98,451.98,0
,Heidi Jones,7/5/14 9:45,1/4/14 0:00,1/5/14 0:00,8/7/14 11:42,451.98,251.98,200
,Jeffrey Rivera,11/3/14 20:10,1/4/14 0:00,1/5/14 0:00,10/7/14 7:05,451.98,11.98,440
,Kimberly Pena,7/5/14 9:36,1/4/14 0:00,1/5/14 0:00,3/7/14 9:51,451.98,451.98,0
,Lynn Mcdonald,14/03/2014 08:03,28/01/2014 00:00,7/2/14 0:00,14/03/2014 08:50,451.98,451.98,0
,Michael Pratt,4/6/15 16:07,4/6/15 0:00,11/6/15 0:00,16/06/2015 08:59,451.98,451.98,0
,Michelle Anthony,7/5/14 11:26,1/4/14 0:00,1/5/14 0:00,23/06/2014 16:01,451.98,26.98,425
,Ms. Rebecca Drake MD,2/10/17 9:23,2/10/17 0:00,1/11/17 0:00,20/10/2017 09:34,451.98,451.98,0
,Ms. Rebecca Drake MD,25/11/2015 12:15,25/11/2015 00:00,25/12/2015 00:00,30/11/2015 13:15,451.98,451.98,0
,Ms. Rebecca Drake MD,24/07/2017 10:41,24/07/2017 00:00,23/08/2017 00:00,7/9/17 9:59,451.98,451.98,0
,Ms. Rebecca Drake MD,12/1/16 12:37,12/1/16 0:00,11/2/16 0:00,18/03/2016 11:37,451.98,451.98,0
,Ms. Rebecca Drake MD,4/10/16 13:28,4/10/16 0:00,3/11/16 0:00,14/10/2016 09:08,451.98,451.98,0
,Norman Jimenez,20/07/2015 11:06,18/07/2015 00:00,25/07/2015 00:00,20/07/2015 11:07,451.98,451.98,0
,Ronnie Rodriguez,3/9/14 9:17,19/08/2014 00:00,3/10/14 0:00,3/10/14 9:30,451.98,451.98,0
,Sandy Avila,1/11/14 16:25,1/11/14 0:00,15/11/2014 00:00,3/11/14 9:55,451.98,451.98,0
,Steven Michael,7/5/14 10:44,1/4/14 0:00,1/5/14 0:00,8/7/14 11:37,451.98,81.98,370
,Susan Guzman,5/1/16 14:08,5/1/16 0:00,4/2/16 0:00,7/3/16 10:52,451.98,451.98,0
,Susan Guzman,1/12/15 20:21,2/12/15 0:00,1/1/16 0:00,10/1/16 21:37,451.98,451.98,0
,Susan Guzman,12/11/15 13:20,12/11/15 0:00,12/12/15 0:00,29/12/2015 15:33,451.98,451.98,0
,Travis Thompson,14/03/2015 11:06,14/03/2015 00:00,21/03/2015 00:00,18/05/2015 10:15,451.98,451.98,0
,Xavier Bates,22/05/2014 15:59,1/4/14 0:00,1/5/14 0:00,23/05/2014 14:38,451.98,416.98,35
,Daniel Williams,30/05/2014 10:51,23/05/2014 00:00,6/6/14 0:00,8/8/14 9:47,452.46,452.46,0
,Melissa Daniels,2/7/15 14:13,1/7/15 0:00,31/07/2015 00:00,18/09/2015 14:50,452.94,452.94,0
,Ashley Hernandez,19/05/2014 11:39,19/05/2014 00:00,18/06/2014 00:00,9/6/14 13:33,453.18,58.38,394.8
,Cassie Rich,20/05/2015 13:21,20/05/2015 00:00,19/06/2015 00:00,3/8/15 11:24,453.18,58.38,394.8
,Rebecca Osborne,19/05/2014 11:57,19/05/2014 00:00,18/06/2014 00:00,27/06/2014 10:37,453.18,58.38,394.8
,Rebecca Osborne,19/05/2014 11:57,19/05/2014 00:00,18/06/2014 00:00,16/07/2014 11:18,453.18,46.38,406.8
,Tiffany Watson,2/6/14 12:47,2/6/14 0:00,2/7/14 0:00,9/6/14 13:34,453.18,58.38,394.8
,Tiffany Watson,2/6/14 12:47,2/6/14 0:00,2/7/14 0:00,6/8/14 10:32,453.18,58.38,394.8
,James Harris,14/05/2013 08:52,14/05/2013 00:00,31/05/2013 00:00,26/08/2013 20:15,453.38,453.38,0
,Nicholas Gray,27/11/2014 16:05,27/11/2014 00:00,27/12/2014 00:00,28/01/2015 14:16,455.58,455.58,0
,Ryan Garcia,2/2/16 11:28,2/2/16 0:00,2/3/16 0:00,14/03/2016 12:24,455.58,455.58,0
,Ryan Garcia,3/2/16 10:24,3/2/16 0:00,4/3/16 0:00,14/03/2016 12:24,455.58,455.58,0
,William Jackson,29/09/2016 13:36,29/09/2016 00:00,29/10/2016 00:00,22/11/2016 14:03,455.58,455.58,0
,Brad Walker,10/8/17 15:29,10/8/17 0:00,24/08/2017 00:00,28/09/2017 12:06,455.94,455.94,0
,Rodney Campbell,8/5/15 11:42,8/5/15 0:00,7/6/15 0:00,24/07/2015 15:27,456.32,427.58,28.74
,Jason Sanchez,11/4/15 11:49,27/03/2015 00:00,10/4/15 0:00,20/04/2015 09:44,456.38,456.38,0
,Norman Jimenez,27/07/2016 15:30,24/07/2016 00:00,31/07/2016 00:00,27/07/2016 15:30,456.98,456.98,0
,Damon Copeland,4/2/14 16:21,4/2/14 0:00,6/3/14 0:00,13/02/2014 11:33,457.98,229.98,228
,Debra Reid,30/08/2017 08:49,30/08/2017 00:00,29/09/2017 00:00,12/10/17 8:19,457.98,457.98,0
,Diane Higgins,9/8/16 10:31,12/8/16 0:00,9/9/16 0:00,23/09/2016 13:44,457.98,457.98,0
,Diane Higgins,21/05/2015 14:48,21/05/2015 00:00,18/06/2015 00:00,25/06/2015 10:30,457.98,457.98,0
,Diane Higgins,2/12/15 10:40,25/11/2015 00:00,25/12/2015 00:00,8/1/16 14:14,457.98,457.98,0
,Diane Higgins,14/10/2015 10:21,8/10/15 0:00,5/11/15 0:00,13/11/2015 11:03,457.98,457.98,0
,Todd Diaz,22/06/2014 17:21,22/06/2014 00:00,22/07/2014 00:00,27/06/2014 11:35,457.98,457.98,0
,Zachary Booth,30/04/2014 12:31,30/04/2014 00:00,30/05/2014 00:00,16/05/2014 11:47,457.98,457.98,0
,Patrick Benton,14/06/2017 21:11,14/06/2017 00:00,28/06/2017 00:00,28/06/2017 08:09,458.28,458.28,0
,Haley Miller,23/10/2015 13:10,23/10/2015 00:00,22/11/2015 00:00,17/12/2015 17:16,458.98,458.98,0
,Steven Reese,30/11/2016 10:50,18/11/2016 00:00,2/12/16 0:00,16/02/2017 22:49,459.78,459.78,0
,Tara Cobb,15/01/2016 16:29,15/01/2016 00:00,22/01/2016 00:00,29/01/2016 14:59,460.19,460.19,0
,Kaitlyn Cruz,5/10/16 14:46,30/09/2016 00:00,14/10/2016 00:00,21/11/2016 13:36,460.38,460.38,0
,Adam Nelson,30/06/2014 12:14,30/06/2014 00:00,7/7/14 0:00,8/7/14 13:16,460.72,460.72,0
,Brittany Torres,2/3/17 16:14,2/3/17 0:00,1/4/17 0:00,4/4/17 13:49,460.98,460.98,0
,Tyler Roberts,6/1/15 12:32,23/12/2014 00:00,22/01/2015 00:00,13/01/2015 15:26,460.98,460.98,0
,Ms. Rebecca Drake MD,1/12/16 12:08,1/12/16 0:00,31/12/2016 00:00,8/12/16 12:20,461.98,461.98,0
,Ms. Rebecca Drake MD,9/3/17 9:37,9/3/17 0:00,8/4/17 0:00,16/03/2017 10:23,461.98,461.98,0
,Ms. Rebecca Drake MD,10/7/17 10:37,10/7/17 0:00,9/8/17 0:00,21/07/2017 09:34,461.98,461.98,0
,Jay Tyler,3/12/14 14:03,3/12/14 0:00,2/1/15 0:00,10/12/14 10:19,461.99,461.99,0
,Eric Yang,15/10/2014 02:19,15/10/2014 00:00,14/11/2014 00:00,22/10/2014 12:53,462.78,462.78,0
,Ryan Brooks,9/4/14 16:57,1/4/14 0:00,29/04/2014 00:00,6/5/14 15:00,462.78,462.78,0
,Angela Hebert,12/5/14 17:15,27/05/2014 00:00,27/06/2014 00:00,30/06/2014 11:08,463.23,463.23,0
,Jennifer Valenzuela,1/7/15 15:24,30/06/2015 00:00,14/07/2015 00:00,18/08/2015 16:48,463.23,463.23,0
,Tracy Cobb,21/05/2015 10:43,21/05/2015 00:00,4/6/15 0:00,12/6/15 18:01,463.23,463.23,0
,Brian Carroll,7/4/15 12:46,7/4/15 0:00,21/04/2015 00:00,27/04/2015 09:03,463.98,463.98,0
,Jordan Soto,12/9/14 11:34,5/9/14 0:00,5/10/14 0:00,18/11/2014 12:51,464.58,464.58,0
,Vicki Ortiz,1/11/16 16:06,31/10/2016 00:00,30/11/2016 00:00,5/12/16 11:03,465.57,465.56,0.01
,Ashley Bradford,4/10/15 9:28,25/09/2015 00:00,2/10/15 0:00,21/10/2015 10:19,465.9,465.9,0
,Dan Young,1/10/17 16:23,1/10/17 0:00,7/10/17 0:00,15/10/2017 10:02,466.18,466.18,0
,Vicki Ortiz,12/1/17 10:46,12/1/17 0:00,11/2/17 0:00,13/03/2017 10:50,467.74,467.74,0
,Vicki Ortiz,1/7/16 14:56,30/06/2016 00:00,30/07/2016 00:00,22/08/2016 12:16,468.04,468.04,0
,Laura Hicks,18/12/2014 10:37,17/12/2014 00:00,16/01/2015 00:00,6/2/15 10:33,469.48,469.48,0
,Kaitlyn Cruz,3/11/16 15:00,28/10/2016 00:00,11/11/16 0:00,21/11/2016 13:36,469.98,469.98,0
,Brent Cruz,24/01/2014 16:31,24/01/2014 00:00,23/02/2014 00:00,12/3/14 12:25,470.5,306.52,163.98
,Judy Long,11/4/17 7:46,11/4/17 0:00,10/6/17 0:00,30/06/2017 15:11,470.82,470.82,0
,Colin Patrick,19/03/2014 13:11,19/03/2014 00:00,18/04/2014 00:00,18/04/2014 16:52,470.93,470.93,0
,Samantha Lang,14/05/2015 14:14,4/3/15 0:00,11/3/15 0:00,14/05/2015 14:15,471.03,471.03,0
,Curtis George,14/09/2015 01:53,14/09/2015 00:00,28/09/2015 00:00,9/10/15 11:54,471.98,151.98,320
,Misty Anderson,7/5/14 16:27,1/4/14 0:00,1/5/14 0:00,21/05/2014 16:42,471.98,471.98,0
,Ms. Rebecca Drake MD,16/12/2016 10:33,16/12/2016 00:00,15/01/2017 00:00,4/1/17 9:14,471.98,471.98,0
,Vicki Ortiz,7/3/17 9:33,28/02/2017 00:00,30/03/2017 00:00,30/03/2017 10:06,472.09,472.09,0
,Anna Hawkins,2/8/16 19:08,25/07/2016 00:00,24/08/2016 00:00,22/09/2016 18:38,473.08,473.08,0
,Debra Chavez,18/11/2016 13:25,18/11/2016 00:00,2/12/16 0:00,9/12/16 12:28,473.32,473.32,0
,Emily Smith,3/12/14 11:54,31/12/2014 00:00,30/01/2015 00:00,26/01/2015 06:25,473.34,473.34,0
,Timothy Ingram,18/08/2016 20:24,11/8/16 0:00,10/9/16 0:00,22/09/2016 18:45,473.8,473.8,0
,Daniel Peterson,15/08/2016 09:10,15/08/2016 00:00,14/09/2016 00:00,3/10/16 8:48,473.86,473.86,0
,Vicki Ortiz,15/04/2016 13:29,15/04/2016 00:00,15/05/2016 00:00,15/06/2016 11:14,473.95,473.95,0
,Michele Brewer,16/05/2014 10:21,15/05/2014 00:00,14/06/2014 00:00,8/8/14 12:47,474.48,474.48,0
,Michele Brewer,19/04/2014 15:11,17/04/2014 00:00,17/05/2014 00:00,7/7/14 9:33,474.48,474.48,0
,Jim Scott,5/4/17 18:02,5/4/17 0:00,12/4/17 0:00,16/04/2017 09:16,474.76,474.76,0
,Joshua Perez,19/01/2014 13:22,19/01/2014 00:00,2/2/14 0:00,11/2/14 11:48,474.78,474.78,0
,Daniel Peterson,17/12/2014 10:48,17/12/2014 00:00,16/01/2015 00:00,24/02/2015 14:57,475.12,418.69,56.43
,Charles Hernandez,16/06/2014 15:26,17/06/2014 00:00,15/07/2014 00:00,4/8/14 14:48,475.16,475.16,0
,Wendy Walker,28/02/2014 13:17,28/02/2014 00:00,7/3/14 0:00,5/3/14 22:10,475.16,475.16,0
,Clarence Hall,28/09/2015 11:42,28/09/2015 00:00,28/10/2015 00:00,18/01/2016 14:43,475.53,475.53,0
,Diane Higgins,20/06/2016 09:19,9/6/16 0:00,7/7/16 0:00,7/7/16 13:56,475.98,475.98,0
,James Hernandez,20/05/2015 10:11,20/05/2015 00:00,3/6/15 0:00,26/05/2015 12:59,475.98,475.98,0
,Julie Parker,7/5/14 10:44,1/4/14 0:00,1/5/14 0:00,29/07/2014 12:27,475.98,45.98,430
,Julie Parker,7/5/14 10:44,1/4/14 0:00,1/5/14 0:00,9/5/14 14:21,475.98,42.98,433
